age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,incomegroup
3,Private,131160,Bachelors,13,Divorced,Other-service,Not-in-family,White,Female,4,0,2,United-States,>50K
1,Private,222654,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,<=50K
2,?,105044,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,2,0,2,United-States,>50K
0,Private,200136,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,0,United-States,<=50K
0,Private,230704,Assoc-acdm,12,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,0,Jamaica,<=50K
3,Federal-gov,125892,Masters,14,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,4,0,2,United-States,>50K
0,Private,29599,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,137707,Assoc-voc,11,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,2,United-States,>50K
1,Private,329426,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Private,190562,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,3,United-States,<=50K
3,Self-emp-not-inc,148254,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Female,0,0,1,United-States,<=50K
1,Private,194402,Masters,14,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0,0,2,?,<=50K
1,?,181284,12th,8,Married-civ-spouse,?,Husband,Black,Male,0,0,2,United-States,<=50K
0,Private,41763,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,1,United-States,<=50K
3,Private,256522,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,2,?,<=50K
0,Private,294029,11th,7,Never-married,Sales,Own-child,Other,Female,0,0,1,Nicaragua,<=50K
2,Federal-gov,160467,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,1,0,2,United-States,<=50K
2,Self-emp-not-inc,203451,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,0,United-States,<=50K
4,Private,101077,Prof-school,15,Widowed,Prof-specialty,Not-in-family,White,Female,0,4,2,United-States,>50K
1,Private,202450,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1,2,United-States,<=50K
4,Private,47857,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,>50K
3,Private,142411,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,White,Female,0,0,2,United-States,<=50K
4,Self-emp-not-inc,84979,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,0,United-States,>50K
1,Private,132996,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,2,0,2,United-States,>50K
1,Local-gov,219906,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,1,United-States,>50K
1,Private,246439,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,2,0,3,United-States,>50K
0,Private,378104,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,2,United-States,<=50K
3,Private,176239,Some-college,10,Widowed,Prof-specialty,Unmarried,White,Female,0,0,2,United-States,<=50K
2,Private,179666,12th,8,Married-civ-spouse,Craft-repair,Husband,Other,Male,0,0,2,United-States,<=50K
1,?,221626,Bachelors,13,Married-civ-spouse,?,Wife,White,Female,0,0,2,United-States,<=50K
3,Private,200450,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,<=50K
1,Private,80625,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,Private,228190,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,0,United-States,<=50K
1,Private,24529,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,2,0,3,United-States,>50K
4,Private,141742,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3,0,3,United-States,>50K
1,Private,361280,Doctorate,16,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,2,Japan,<=50K
2,Self-emp-not-inc,55363,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,1,0,2,United-States,<=50K
1,Private,172304,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,<=50K
1,Private,115963,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,3,United-States,<=50K
4,?,79272,Some-college,10,Widowed,?,Not-in-family,Asian-Pac-Islander,Female,0,0,0,United-States,<=50K
4,Private,103948,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,38848,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,2,United-States,<=50K
0,Private,32059,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,1,United-States,<=50K
2,Local-gov,188280,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,1,0,2,United-States,<=50K
3,Private,154580,10th,6,Married-civ-spouse,Other-service,Husband,Black,Male,1,0,2,United-States,<=50K
1,Private,53271,HS-grad,9,Never-married,Transport-moving,Other-relative,White,Male,0,0,2,United-States,<=50K
2,Self-emp-not-inc,49448,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,4,0,2,United-States,>50K
3,Local-gov,80123,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,1,United-States,<=50K
3,Private,117849,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,>50K
3,Self-emp-inc,166459,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,141410,Some-college,10,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,2,United-States,<=50K
4,Self-emp-not-inc,223580,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2,0,2,United-States,>50K
3,Private,20534,Masters,14,Married-civ-spouse,Other-service,Husband,White,Male,0,0,0,United-States,<=50K
4,Private,279980,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,4,0,0,United-States,>50K
1,Private,198068,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,3,United-States,<=50K
3,Private,240629,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,4,United-States,<=50K
1,Private,115631,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,2,0,3,United-States,<=50K
2,Private,366180,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
2,Private,223934,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
3,Private,123584,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,4,United-States,<=50K
2,Private,161141,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,>50K
4,Private,59829,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,1,France,<=50K
1,Private,165737,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,0,Japan,<=50K
2,Self-emp-not-inc,33121,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,4,United-States,<=50K
2,Private,186934,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,1,0,2,United-States,>50K
0,Private,189203,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,3,United-States,<=50K
0,Self-emp-not-inc,150361,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,2,United-States,<=50K
1,Private,406662,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Private,115214,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,White,Male,2,0,4,United-States,<=50K
0,Private,116489,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,3,United-States,<=50K
1,Private,137658,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,<=50K
0,?,354351,Some-college,10,Never-married,?,Not-in-family,White,Male,0,0,2,United-States,<=50K
3,Federal-gov,302661,Assoc-acdm,12,Widowed,Exec-managerial,Unmarried,White,Male,4,0,2,United-States,>50K
4,Private,152148,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,0,United-States,<=50K
1,Private,296478,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,128516,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,2,United-States,<=50K
3,Self-emp-not-inc,228399,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,Black,Female,0,0,2,United-States,<=50K
0,Private,231866,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,2,United-States,<=50K
1,Private,174645,11th,7,Divorced,Craft-repair,Unmarried,White,Female,0,0,3,United-States,<=50K
0,Private,305834,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,2,United-States,<=50K
2,Private,45093,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,4,United-States,<=50K
0,Private,187570,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,0,United-States,<=50K
1,Private,203488,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,4,0,3,United-States,>50K
1,Private,107160,12th,8,Separated,Other-service,Not-in-family,White,Female,0,0,1,United-States,<=50K
0,Private,434467,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,2,United-States,<=50K
2,Federal-gov,177937,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,2,?,<=50K
3,Self-emp-not-inc,263439,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,>50K
4,?,143118,HS-grad,9,Widowed,?,Unmarried,White,Female,0,4,0,United-States,<=50K
2,Private,216685,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,1,United-States,<=50K
2,Private,179671,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,Self-emp-inc,122206,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
0,Private,311288,11th,7,Never-married,Exec-managerial,Own-child,White,Female,0,0,1,United-States,<=50K
1,Private,66473,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
2,Private,115289,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
3,State-gov,24790,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,2,United-States,<=50K
3,Private,248895,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,175485,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,<=50K
2,Private,84535,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,3,United-States,<=50K
0,?,220302,10th,6,Never-married,?,Own-child,White,Male,0,0,2,United-States,<=50K
4,Private,119684,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,1,0,2,United-States,>50K
1,Self-emp-not-inc,67072,Bachelors,13,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,2,0,3,United-States,<=50K
0,Private,200408,Some-college,10,Never-married,Tech-support,Not-in-family,White,Male,1,0,2,United-States,<=50K
2,Local-gov,255847,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
3,Local-gov,155314,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,2,United-States,>50K
1,Private,135296,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,4,2,United-States,>50K
0,Private,129806,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,3,United-States,<=50K
0,Private,193089,11th,7,Never-married,Craft-repair,Own-child,White,Male,0,0,2,United-States,<=50K
4,Private,183791,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,1,United-States,<=50K
0,Private,199011,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,2,United-States,<=50K
2,Private,241174,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,4,United-States,>50K
0,Private,66432,Some-college,10,Separated,Sales,Unmarried,Black,Female,0,0,1,United-States,<=50K
4,?,243256,9th,5,Married-civ-spouse,?,Husband,White,Male,0,0,0,United-States,<=50K
1,Private,148429,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,498079,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,0,0,2,United-States,<=50K
2,Private,137421,12th,8,Never-married,Transport-moving,Not-in-family,Asian-Pac-Islander,Male,0,0,2,?,<=50K
4,Private,97030,10th,6,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
1,Federal-gov,165949,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,<=50K
0,Private,295488,11th,7,Never-married,Other-service,Own-child,Black,Female,0,0,1,United-States,<=50K
3,Private,265579,Some-college,10,Widowed,Exec-managerial,Not-in-family,White,Female,1,0,2,United-States,<=50K
1,Private,141058,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,4,Mexico,<=50K
1,Private,223267,HS-grad,9,Never-married,Exec-managerial,Other-relative,White,Male,0,0,3,United-States,<=50K
1,Private,157287,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,<=50K
4,?,145748,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,0,United-States,<=50K
1,Private,251120,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,3,0,3,United-States,>50K
1,Private,203710,Bachelors,13,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Private,123397,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,White,Female,0,0,2,United-States,<=50K
1,State-gov,126569,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,2,0,2,United-States,>50K
4,Private,316849,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,State-gov,39239,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,4,United-States,<=50K
2,Local-gov,224799,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,>50K
1,State-gov,553473,Bachelors,13,Married-civ-spouse,Protective-serv,Wife,Black,Female,0,0,3,United-States,<=50K
0,Private,318644,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,2,United-States,<=50K
1,Private,247156,HS-grad,9,Never-married,Transport-moving,Own-child,Black,Male,0,0,2,United-States,<=50K
0,Local-gov,102942,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,3,2,United-States,<=50K
4,Federal-gov,90393,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,3,United-States,<=50K
1,Self-emp-not-inc,208406,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
3,Local-gov,125796,11th,7,Never-married,Farming-fishing,Not-in-family,Black,Female,0,0,2,United-States,<=50K
0,?,263612,HS-grad,9,Never-married,?,Unmarried,Black,Female,0,0,2,United-States,<=50K
4,Self-emp-inc,220543,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,2,United-States,>50K
1,Private,180342,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
0,Self-emp-not-inc,269474,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,2,United-States,<=50K
2,Private,34248,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,<=50K
1,Private,348592,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
0,?,374116,HS-grad,9,Never-married,?,Not-in-family,White,Female,0,0,2,United-States,<=50K
2,Private,278576,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,3,United-States,<=50K
1,Private,336951,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
0,?,50163,Some-college,10,Never-married,?,Not-in-family,White,Male,0,0,1,United-States,<=50K
4,Private,340734,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,<=50K
2,Self-emp-not-inc,245090,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,Mexico,<=50K
1,Local-gov,287233,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,2,United-States,>50K
2,Self-emp-not-inc,96921,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
2,Private,96635,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,0,0,3,United-States,<=50K
0,Private,179413,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
3,Private,200471,11th,7,Never-married,Other-service,Not-in-family,White,Male,0,0,3,United-States,<=50K
1,Private,301010,11th,7,Never-married,Other-service,Not-in-family,Black,Male,0,0,2,United-States,<=50K
3,Private,202115,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,1,United-States,<=50K
4,Self-emp-not-inc,289741,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,0,United-States,<=50K
1,Private,191342,Some-college,10,Never-married,Sales,Not-in-family,Other,Male,0,0,2,India,<=50K
4,Self-emp-not-inc,51662,11th,7,Married-civ-spouse,Other-service,Wife,White,Female,0,0,2,United-States,<=50K
1,Private,246156,10th,6,Never-married,Craft-repair,Other-relative,White,Male,0,0,1,Honduras,<=50K
3,Private,451603,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
3,Local-gov,124793,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,251694,Bachelors,13,Never-married,Farming-fishing,Own-child,White,Male,0,0,3,United-States,<=50K
2,Local-gov,177728,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,<=50K
0,Private,184779,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0,0,0,United-States,<=50K
2,Private,249039,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,2,United-States,>50K
0,Private,50341,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
2,Local-gov,252250,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,3,United-States,>50K
1,Private,357781,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,266439,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,2,2,United-States,>50K
1,Private,159724,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,<=50K
4,Local-gov,260167,HS-grad,9,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,<=50K
0,Private,94057,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,0,United-States,<=50K
2,Private,208277,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,2,United-States,>50K
3,Private,110088,1st-4th,2,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,2,United-States,<=50K
3,?,308242,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,2,United-States,<=50K
3,Self-emp-inc,49069,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,2,United-States,>50K
3,Private,117058,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,2,United-States,<=50K
0,Private,131230,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,1,2,United-States,<=50K
2,Private,183683,10th,6,Married-spouse-absent,Other-service,Not-in-family,White,Male,0,0,2,United-States,<=50K
3,Private,171807,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,2,United-States,<=50K
1,Private,1184622,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,1,United-States,<=50K
1,Private,117983,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
3,State-gov,119570,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
4,Private,94345,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,221252,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,0,0,0,United-States,<=50K
0,Private,146329,12th,8,Never-married,Sales,Own-child,White,Female,0,0,1,United-States,<=50K
1,Private,25955,Assoc-voc,11,Never-married,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Male,0,0,2,United-States,<=50K
1,Private,247547,HS-grad,9,Separated,Prof-specialty,Other-relative,Black,Female,0,0,2,United-States,<=50K
3,Federal-gov,380127,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,<=50K
1,Private,121966,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
1,Self-emp-not-inc,151626,HS-grad,9,Never-married,Prof-specialty,Own-child,Black,Female,0,0,2,United-States,<=50K
2,Private,128715,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
3,Private,240231,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,2,Japan,>50K
1,Private,243165,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,1,United-States,>50K
1,Private,267034,11th,7,Never-married,Craft-repair,Own-child,Black,Male,0,0,2,Haiti,<=50K
1,Private,255979,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,204752,12th,8,Never-married,Sales,Own-child,White,Male,0,0,1,United-States,<=50K
0,Private,346341,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,<=50K
2,Private,393673,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,3,United-States,>50K
2,Private,33126,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,<=50K
0,Private,315877,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,1,United-States,<=50K
3,Local-gov,33373,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,2,United-States,<=50K
0,Private,97963,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,1,United-States,<=50K
0,Private,57898,Some-college,10,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,1,United-States,<=50K
1,Private,391874,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
4,Self-emp-inc,150095,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
4,Private,111563,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,1,United-States,<=50K
4,Self-emp-not-inc,144391,Masters,14,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,2,United-States,<=50K
2,Self-emp-not-inc,75065,12th,8,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,3,Vietnam,<=50K
2,Private,188465,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,1,United-States,<=50K
2,Local-gov,227065,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,1,United-States,<=50K
1,Private,381789,12th,8,Married-civ-spouse,Farming-fishing,Own-child,White,Male,0,0,3,United-States,<=50K
1,Private,509364,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
3,Private,207207,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,2,United-States,<=50K
1,Private,245211,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,2,United-States,<=50K
3,Private,178596,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,>50K
1,Private,112403,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,1,United-States,<=50K
0,State-gov,151790,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,1,United-States,<=50K
2,Private,220776,HS-grad,9,Separated,Handlers-cleaners,Unmarried,White,Male,0,0,2,Poland,<=50K
0,Private,430151,11th,7,Never-married,Craft-repair,Unmarried,White,Male,0,0,1,United-States,<=50K
0,Private,352139,Some-college,10,Divorced,Other-service,Own-child,White,Female,0,0,1,United-States,<=50K
0,Private,117222,HS-grad,9,Divorced,Handlers-cleaners,Own-child,White,Male,0,0,2,United-States,<=50K
2,Private,269042,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,2,Laos,<=50K
0,Private,175069,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,2,Yugoslavia,<=50K
1,Private,28572,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,2,0,1,United-States,<=50K
1,Private,97933,Assoc-acdm,12,Married-civ-spouse,Transport-moving,Wife,White,Female,0,1,2,United-States,>50K
4,Private,392160,HS-grad,9,Widowed,Sales,Unmarried,White,Female,0,0,1,Mexico,<=50K
2,Local-gov,176716,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Private,101697,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,2,United-States,<=50K
4,Private,175331,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,122609,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
2,Private,176286,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
1,Private,392812,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,3,Germany,<=50K
1,Private,101597,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,2,United-States,<=50K
4,?,160654,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,0,United-States,<=50K
1,Private,224964,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,1,United-States,<=50K
4,State-gov,68830,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,3,United-States,<=50K
4,Self-emp-not-inc,213136,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Male,0,0,1,United-States,<=50K
4,Self-emp-not-inc,321456,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,0,United-States,<=50K
1,Private,256263,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,1,United-States,<=50K
3,Federal-gov,26145,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,391192,Assoc-voc,11,Never-married,Craft-repair,Own-child,White,Male,0,0,2,United-States,<=50K
1,Private,109097,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,3,United-States,<=50K
3,Private,229394,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,<=50K
4,Private,88055,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
