-0.443relationship=Husband-0.442marital-status=Married-civ-spouse+0.335marital-status=Never-married+0.289sex-0.24age...,'0.48 native-country=United-States+0.401race=White-0.4race=Asian-Pac-Islander-0.225native-country=Philippines-0.19race=Black...',-0.324workclass=Private+0.286age+0.275marital-status=Divorced-0.258relationship=Own-child+0.253sex...,0.357education-num+0.313marital-status=Never-married+0.299race=Asian-Pac-Islander-0.274relationship=Unmarried+0.252relationship=Own-child...,'-0.51race=Black+0.405race=White-0.351native-country=United-States+0.28 relationship=Not-in-family+0.186native-country=Mexico...',0.482workclass=Private-0.337workclass=Self-emp-not-inc-0.3occupation=Farming-fishing-0.24workclass=Local-gov+0.228relationship=Wife...,-0.465relationship=Wife+0.367relationship=Not-in-family+0.299hours-per-week-0.299sex+0.213marital-status=Divorced...,0.374workclass=Self-emp-not-inc+0.312occupation=Farming-fishing-0.285occupation=Prof-specialty-0.285fnlwgt+0.256race=Asian-Pac-Islander...,0.382occupation=Exec-managerial+0.345workclass=Self-emp-inc+0.282occupation=Sales-0.277workclass=Local-gov-0.24occupation=Protective-serv...,0.434occupation=Adm-clerical-0.413occupation=Prof-specialty+0.337workclass=Federal-gov-0.246marital-status=Widowed-0.22workclass=Self-emp-not-inc...,0.386relationship=Unmarried-0.313relationship=Not-in-family-0.3relationship=Wife+0.256occupation=Sales+0.237marital-status=Separated...,0.396occupation=Priv-house-serv+0.293marital-status=Widowed+0.278native-country=Guatemala+0.267occupation=Exec-managerial-0.245occupation=Prof-specialty...,-0.48race=Other-0.328native-country=Dominican-Republic+0.197relationship=Wife+0.189occupation=Other-service-0.177workclass=Federal-gov...,-0.411occupation=Other-service-0.264race=Other+0.256occupation=Priv-house-serv-0.238occupation=Exec-managerial+0.235workclass=Federal-gov...,'0.354occupation=Sales+0.276occupation=Protective-serv-0.249workclass=Federal-gov-0.238occupation=Other-service+0.23 relationship=Other-relative...',-0.447occupation=Craft-repair+0.416occupation=Machine-op-inspct-0.233occupation=Priv-house-serv-0.225occupation=Sales-0.224native-country=Guatemala...,0.404relationship=Other-relative-0.282occupation=Sales+0.257occupation=Handlers-cleaners-0.249occupation=Transport-moving+0.231occupation=Exec-managerial...,0.337marital-status=Married-spouse-absent-0.257occupation=Tech-support-0.234capital-loss-0.224occupation=Priv-house-serv+0.213occupation=Sales...,0.372capital-loss-0.271capital-gain+0.267native-country=Holand-Netherlands+0.266relationship=Other-relative+0.224workclass=State-gov...,0.467occupation=Transport-moving-0.374occupation=Craft-repair-0.283occupation=Machine-op-inspct+0.276marital-status=Married-spouse-absent+0.224occupation=Handlers-cleaners...,'0.492workclass=State-gov-0.291race=Amer-Indian-Eskimo+0.23 marital-status=Separated-0.226workclass=Local-gov-0.222occupation=Handlers-cleaners...',0.329race=Amer-Indian-Eskimo+0.306capital-loss+0.292native-country=Holand-Netherlands-0.282occupation=Tech-support+0.234occupation=Machine-op-inspct...,'-0.439marital-status=Separated+0.27 workclass=State-gov+0.254native-country=Haiti-0.225capital-loss-0.21fnlwgt...',0.531occupation=Tech-support-0.287occupation=Transport-moving+0.254native-country=Hong+0.247native-country=Germany+0.222race=Amer-Indian-Eskimo...,'0.321occupation=Armed-Forces-0.263marital-status=Widowed+0.241native-country=Haiti+0.23 occupation=Machine-op-inspct-0.216occupation=Adm-clerical...',incomegroup
0.121587,0.842494,0.469262,0.456805,0.400086,0.337461,0.552729,0.663678,0.538744,0.215608,0.488061,0.217782,0.665522,0.514313,0.405624,0.423708,0.396763,0.649351,0.116342,0.598099,0.644703,0.115156,0.595854,0.444297,0.29808,1
0.649419,0.904675,0.635744,0.316702,0.490138,0.666882,0.587986,0.466583,0.428682,0.40087,0.496242,0.288844,0.671839,0.499307,0.407257,0.389949,0.348837,0.67533,0.154578,0.593714,0.645215,0.116314,0.643991,0.401696,0.264563,0
0.295452,0.851934,0.414009,0.520363,0.38125,0.68406,0.52742,0.384462,0.421386,0.248368,0.592213,0.26392,0.623398,0.490205,0.379485,0.409827,0.388961,0.664265,0.154288,0.592162,0.625804,0.130419,0.60854,0.422279,0.296068,0
0.733331,0.73887,0.737417,0.521141,0.117682,0.500397,0.557216,0.419891,0.543076,0.384494,0.542287,0.257364,0.574027,0.580281,0.329204,0.444098,0.38494,0.668195,0.17169,0.547916,0.560711,0.13823,0.571747,0.416948,0.332566,0
0.754773,0.747071,0.254824,0.54772,0.148591,0.533262,0.697093,0.46292,0.429679,0.338451,0.583014,0.291531,0.563795,0.434394,0.403674,0.428093,0.443772,0.726795,0.090448,0.703795,0.419578,0.205677,0.703839,0.508081,0.23388,0
0.334316,0.644118,0.416844,0.377506,0.087708,0.603363,0.725515,0.384409,0.48694,0.29171,0.531124,0.305256,0.668917,0.481786,0.405584,0.403375,0.311995,0.654995,0.151507,0.690057,0.634693,0.107157,0.559585,0.376194,0.307502,0
0.822377,0.886931,0.273403,0.525607,0.340788,0.591173,0.411821,0.477673,0.478114,0.293683,0.647931,0.325205,0.681051,0.430279,0.355841,0.40172,0.379416,0.673383,0.161084,0.566455,0.642147,0.115977,0.58952,0.411628,0.301664,0
0.144271,0.842682,0.454762,0.470566,0.349874,0.520296,0.617566,0.474394,0.561213,0.354771,0.654095,0.359638,0.639227,0.465653,0.410281,0.403177,0.295259,0.680138,0.162821,0.680002,0.663134,0.12375,0.620877,0.365006,0.305491,1
0.763783,0.92517,0.337648,0.596452,0.373626,0.643592,0.416807,0.439174,0.433311,0.248256,0.621128,0.273508,0.626229,0.497823,0.367601,0.410927,0.372637,0.660428,0.148881,0.581896,0.625038,0.135797,0.616916,0.407069,0.291957,0
0.76814,0.917885,0.329572,0.5911,0.366851,0.637111,0.419394,0.415779,0.442965,0.252561,0.623704,0.269994,0.634895,0.510282,0.371668,0.411374,0.379873,0.662799,0.147799,0.574497,0.635568,0.130484,0.603705,0.400298,0.286514,0
0.63649,0.962659,0.553842,0.68236,0.361223,0.497862,0.397085,0.372457,0.392657,0.289456,0.686956,0.284076,0.643645,0.498354,0.402785,0.40261,0.370696,0.662593,0.133025,0.573917,0.579036,0.140984,0.586919,0.395116,0.283432,0
0.507542,0.249459,0.827059,0.838086,0.693272,0.587352,0.8603,0.557938,0.348558,0.195925,0.615737,0.199977,0.533791,0.501689,0.420235,0.42039,0.362902,0.667656,0.170718,0.57109,0.729926,0.117929,0.664255,0.397469,0.297234,1
0.539334,0.885023,0.457337,0.329063,0.481673,0.587953,0.769836,0.408145,0.396908,0.356627,0.544328,0.275038,0.686902,0.48968,0.391957,0.343162,0.395862,0.675927,0.153884,0.510839,0.626572,0.12092,0.607105,0.394988,0.271227,0
0.796084,0.639318,0.611628,0.239029,0.098297,0.579959,0.585294,0.460257,0.552511,0.276554,0.765953,0.241514,0.678181,0.421391,0.349295,0.405022,0.428825,0.669019,0.153436,0.550823,0.701877,0.138653,0.457679,0.448062,0.308295,0
0.56047,0.886196,0.449918,0.344645,0.448322,0.587073,0.770717,0.395062,0.411782,0.34946,0.535627,0.302405,0.681608,0.468182,0.424641,0.397697,0.323861,0.655824,0.151075,0.676118,0.625253,0.092987,0.562948,0.363322,0.319699,0
0.240029,0.856025,0.523769,0.548458,0.25322,0.380848,0.439438,0.289047,0.278168,0.451516,0.745458,0.374074,0.710683,0.468431,0.484831,0.37594,0.335207,0.686535,0.138602,0.565163,0.613178,0.129871,0.554706,0.453613,0.290582,1
0.257539,0.825776,0.362552,0.414617,0.380213,0.66409,0.606928,0.456082,0.524915,0.294955,0.64289,0.295025,0.643534,0.516943,0.432336,0.379667,0.332103,0.688358,0.168421,0.58641,0.640571,0.118667,0.583842,0.440408,0.292184,0
0.510445,0.877532,0.747283,0.329066,0.441492,0.569198,0.48104,0.596904,0.618862,0.239544,0.832934,0.390806,0.607143,0.577749,0.408465,0.420397,0.28474,0.725995,0.187248,0.559093,0.682176,0.134115,0.642812,0.430621,0.227211,0
0.649259,0.929433,0.417062,0.58047,0.456878,0.62015,0.622711,0.334456,0.431162,0.226809,0.540949,0.273321,0.654216,0.504866,0.385009,0.411776,0.379822,0.676321,0.15163,0.567284,0.639786,0.126129,0.581533,0.414166,0.281234,0
0.429286,0.949354,0.5293,0.573107,0.488684,0.489648,0.747983,0.437068,0.569377,0.336144,0.609656,0.33288,0.658219,0.485008,0.381244,0.346994,0.356438,0.704936,0.16233,0.504016,0.662194,0.154615,0.651157,0.398786,0.251137,1
0.266961,0.829812,0.41132,0.475186,0.376402,0.661446,0.557984,0.356854,0.437059,0.25991,0.590697,0.261986,0.640658,0.509411,0.39026,0.413067,0.397132,0.66825,0.15093,0.583061,0.641243,0.123554,0.588127,0.411365,0.28775,1
0.658592,0.739977,0.672964,0.383473,0.241869,0.633639,0.672613,0.479827,0.35854,0.268245,0.644688,0.216684,0.535722,0.406603,0.399442,0.397818,0.421783,0.695412,0.110616,0.658845,0.430025,0.19493,0.731727,0.485713,0.292473,0
0.755604,0.666336,0.717805,0.241578,0.162739,0.616394,0.527398,0.515468,0.472947,0.174116,0.676946,0.365488,0.663117,0.481911,0.33789,0.443465,0.351854,0.686678,0.173851,0.572268,0.640335,0.118322,0.597528,0.437376,0.250614,0
0.182484,0.851094,0.419798,0.48722,0.415635,0.710305,0.647605,0.399168,0.610531,0.272512,0.662534,0.290283,0.627142,0.527093,0.424854,0.380397,0.36624,0.709847,0.133911,0.563543,0.62253,0.108731,0.618815,0.447139,0.322206,1
0.583124,0.896857,0.444126,0.359523,0.47847,0.598989,0.744544,0.429209,0.400631,0.35559,0.571539,0.309194,0.652597,0.490453,0.404263,0.422573,0.436983,0.679902,0.139447,0.637122,0.552431,0.124918,0.64177,0.441173,0.269454,0
0.263843,0.817456,0.324056,0.407469,0.358785,0.634417,0.604518,0.433476,0.413182,0.337297,0.575356,0.279643,0.651023,0.486782,0.369224,0.353812,0.392125,0.676653,0.158817,0.531158,0.640159,0.133734,0.603631,0.411486,0.267767,0
0.169985,0.848268,0.549478,0.54477,0.351212,0.493499,0.591692,0.253856,0.546846,0.414158,0.664002,0.327564,0.715169,0.486043,0.441545,0.415328,0.450732,0.654822,0.150871,0.587895,0.629713,0.139494,0.465646,0.370098,0.227439,0
0.070536,0.850623,0.516799,0.464644,0.425874,0.352384,0.572879,0.680058,0.528164,0.200961,0.460695,0.226557,0.672036,0.489866,0.424432,0.437389,0.389558,0.600631,0.183335,0.668018,0.615478,0.167677,0.518487,0.425885,0.238325,0
0.616156,0.505385,0.31054,0.248753,0.589462,0.282031,0.443794,0.459473,0.590433,0.315432,0.586616,0.192983,0.540504,0.425664,0.398134,0.440086,0.393553,0.699521,0.144041,0.62651,0.680312,0.156272,0.356835,0.45555,0.331776,0
0.26278,0.814519,0.400835,0.41876,0.264654,0.434925,0.508103,0.402531,0.344441,0.377277,0.632063,0.339273,0.677952,0.47005,0.433554,0.403959,0.309141,0.666988,0.142884,0.675391,0.602598,0.108797,0.530291,0.362078,0.303875,0
0.234656,0.833907,0.414077,0.455783,0.395251,0.664942,0.624596,0.397847,0.553919,0.356746,0.595254,0.326162,0.6625,0.452818,0.38374,0.418583,0.421715,0.665071,0.141271,0.597677,0.649964,0.129073,0.580886,0.417117,0.279899,1
0.640988,0.912451,0.607136,0.341989,0.498578,0.6552,0.648577,0.452206,0.459834,0.431952,0.494058,0.274208,0.671743,0.49069,0.42081,0.383987,0.36014,0.668832,0.147929,0.597081,0.642842,0.120984,0.63643,0.401873,0.273582,0
0.269691,0.550797,0.682395,0.687144,0.286681,0.589083,0.551771,0.409939,0.305742,0.286549,0.661732,0.301512,0.659133,0.512425,0.421963,0.411652,0.394878,0.679841,0.138111,0.550809,0.605333,0.121009,0.551906,0.392638,0.268817,1
0.351398,0.646967,0.49528,0.385558,0.127618,0.62969,0.605866,0.39335,0.441104,0.195801,0.551206,0.284968,0.65374,0.509937,0.376476,0.412867,0.364408,0.66973,0.153715,0.583433,0.6227,0.131027,0.618132,0.417989,0.281799,0
0.16493,0.602414,0.447345,0.434664,0.6021,0.385023,0.462544,0.428056,0.501205,0.35469,0.692947,0.159775,0.683311,0.614247,0.329594,0.310407,0.216979,0.636496,0.151148,0.600626,0.537246,0.139966,0.69685,0.557283,0.337238,0
0.274835,0.833316,0.3693,0.429725,0.37906,0.676915,0.577058,0.468416,0.51138,0.282346,0.644751,0.29889,0.636804,0.512191,0.424441,0.379634,0.326758,0.688504,0.171528,0.588518,0.635724,0.119782,0.593079,0.444354,0.292911,1
0.690917,0.884004,0.387025,0.41949,0.446839,0.625332,0.632355,0.420992,0.462058,0.302797,0.514345,0.306056,0.683273,0.47528,0.430443,0.465283,0.324024,0.658903,0.142075,0.516179,0.660036,0.152572,0.626071,0.429184,0.322207,0
0.461287,0.937817,0.738584,0.417551,0.544541,0.474256,0.704556,0.504407,0.580202,0.325828,0.527262,0.292144,0.706254,0.460325,0.408886,0.395455,0.420199,0.648944,0.134436,0.559731,0.619055,0.115713,0.577775,0.395817,0.28917,0
0.309319,0.827971,0.404651,0.418674,0.36045,0.665393,0.541542,0.449916,0.468196,0.416845,0.532149,0.278791,0.639945,0.500187,0.397018,0.398963,0.361337,0.673011,0.152261,0.612022,0.667071,0.128747,0.622104,0.412387,0.265342,0
0.665885,0.88963,0.667389,0.312561,0.469756,0.677444,0.459804,0.508333,0.385749,0.26435,0.490385,0.377727,0.653216,0.554981,0.365084,0.44772,0.285291,0.709402,0.171236,0.589161,0.685844,0.123066,0.621727,0.427176,0.192599,0
0.688599,0.829385,0.511027,0.288699,0.354238,0.650523,0.528995,0.478796,0.569714,0.316537,0.835697,0.211748,0.628767,0.519064,0.41176,0.386727,0.38877,0.684647,0.159927,0.553353,0.720808,0.135414,0.439142,0.455334,0.29472,0
0.710097,0.706939,0.529711,0.569932,0.679809,0.38032,0.412589,0.292603,0.477422,0.311417,0.604041,0.241756,0.787128,0.388023,0.312452,0.378399,0.246962,0.601096,0.20356,0.645363,0.674691,0.152964,0.600811,0.421415,0.363741,0
0.719582,0.914316,0.28655,0.5571,0.354669,0.61793,0.49283,0.486997,0.474577,0.415672,0.569013,0.282273,0.62857,0.500958,0.378263,0.39958,0.347087,0.666029,0.147216,0.607953,0.660873,0.136438,0.635636,0.401991,0.266264,0
0.669931,0.894039,0.265507,0.580244,0.359308,0.586272,0.541055,0.353072,0.467973,0.279038,0.628624,0.258437,0.649819,0.532662,0.385644,0.41483,0.397608,0.665014,0.141139,0.565778,0.655353,0.122713,0.573707,0.386979,0.280158,0
0.345409,0.774414,0.317853,0.336657,0.333556,0.59156,0.507824,0.469661,0.433939,0.292093,0.609903,0.3378,0.690096,0.425633,0.367757,0.408963,0.380836,0.68366,0.167649,0.574659,0.645049,0.111014,0.58678,0.42454,0.301662,0
0.260757,0.822666,0.322725,0.416448,0.337354,0.631013,0.631156,0.445241,0.426247,0.335897,0.5607,0.30873,0.638686,0.450232,0.403341,0.407671,0.313966,0.652636,0.154622,0.706089,0.626952,0.11313,0.571232,0.386635,0.324164,1
0.639914,0.892301,0.681565,0.320051,0.47822,0.677537,0.492578,0.492211,0.402397,0.272773,0.489373,0.371053,0.654872,0.556682,0.371071,0.446691,0.290695,0.707638,0.168592,0.590025,0.687156,0.122967,0.615561,0.425707,0.193292,0
0.757288,0.733629,0.656798,0.340636,0.252727,0.611323,0.695019,0.432925,0.485164,0.24146,0.535981,0.326502,0.724768,0.407345,0.388927,0.388324,0.373525,0.651375,0.192793,0.589892,0.588759,0.132519,0.581005,0.411488,0.281563,0
0.310582,0.81765,0.283226,0.406343,0.34761,0.629855,0.56868,0.463825,0.393278,0.335016,0.575704,0.286468,0.645701,0.476252,0.363106,0.352788,0.385331,0.676396,0.161026,0.532789,0.633966,0.137469,0.615171,0.416045,0.272121,1
0.497414,0.885391,0.58811,0.432411,0.395236,0.44236,0.674509,0.405683,0.404757,0.358658,0.606708,0.234045,0.659428,0.42955,0.353048,0.361135,0.409478,0.677269,0.177442,0.503038,0.847873,0.154021,0.537999,0.458132,0.274508,0
0.339289,0.821775,0.40518,0.398807,0.348103,0.671463,0.478345,0.474391,0.435491,0.392666,0.534125,0.292958,0.637906,0.502174,0.384051,0.40295,0.349922,0.677906,0.158284,0.609844,0.666421,0.126775,0.632708,0.414105,0.26041,0
0.287906,0.822918,0.498441,0.478175,0.305978,0.46001,0.438822,0.378296,0.396187,0.325973,0.681924,0.344121,0.710223,0.4302,0.402326,0.400013,0.389373,0.67721,0.168676,0.570718,0.601655,0.122216,0.529323,0.403108,0.275822,1
0.747612,0.92711,0.281694,0.55761,0.382507,0.644171,0.498569,0.519632,0.542297,0.298532,0.67372,0.29637,0.630108,0.50468,0.417184,0.3742,0.316285,0.67746,0.162831,0.58535,0.625773,0.131553,0.604916,0.434634,0.299357,0
0.728523,0.529795,0.440869,0.101058,0.603624,0.439963,0.318387,0.474878,0.441428,0.255493,0.701881,0.33104,0.709657,0.513553,0.371617,0.49674,0.405464,0.722636,0.171769,0.577514,0.681446,0.106496,0.587163,0.45336,0.226468,0
0.587473,0.941752,0.566596,0.501149,0.477643,0.469439,0.550704,0.589194,0.533503,0.194045,0.553692,0.293197,0.670278,0.523953,0.422658,0.372615,0.298019,0.687196,0.171121,0.550189,0.624541,0.117934,0.575959,0.436953,0.284453,0
0.215304,0.795607,0.334788,0.348288,0.335475,0.607191,0.658988,0.433332,0.431277,0.340671,0.556119,0.313379,0.655003,0.467397,0.411612,0.413528,0.315382,0.657611,0.152446,0.69979,0.639043,0.107549,0.557132,0.377719,0.31546,0
0.517776,0.811533,0.463577,0.391593,0.358372,0.724865,0.222486,0.509238,0.487455,0.277167,0.497757,0.322739,0.724798,0.376825,0.390255,0.380293,0.390679,0.684544,0.159635,0.569994,0.604041,0.125329,0.583426,0.432788,0.321394,0
0.157262,0.853497,0.500268,0.497191,0.427573,0.713651,0.632363,0.371397,0.599165,0.31811,0.608655,0.33199,0.645431,0.459772,0.369139,0.423082,0.436852,0.683356,0.119398,0.584178,0.631575,0.121693,0.618083,0.425819,0.299532,1
0.628204,0.924631,0.434925,0.578664,0.328987,0.439959,0.476663,0.396803,0.398022,0.389244,0.673933,0.292989,0.678774,0.504283,0.39787,0.344718,0.383946,0.6759,0.135638,0.505191,0.603397,0.140039,0.568026,0.377943,0.252278,0
0.702184,0.915177,0.280917,0.607364,0.363729,0.615393,0.475898,0.415484,0.424552,0.249314,0.627975,0.272957,0.625616,0.50559,0.364575,0.41461,0.375799,0.662482,0.148781,0.579845,0.63129,0.132577,0.610889,0.404009,0.289242,0
0.801866,0.827581,0.398325,0.339053,0.345061,0.580416,0.424485,0.50991,0.454742,0.30646,0.695727,0.310179,0.669654,0.43412,0.35831,0.40988,0.403419,0.675405,0.16588,0.567965,0.642984,0.113855,0.584734,0.416432,0.304576,0
0.6702,0.860328,0.637923,0.277855,0.413382,0.670952,0.537406,0.456589,0.485148,0.471618,0.643936,0.229281,0.6413,0.526651,0.411279,0.389606,0.41125,0.657458,0.146934,0.595554,0.659513,0.110368,0.622912,0.38185,0.27241,0
0.668165,0.762906,0.542138,0.553867,0.231464,0.596713,0.77698,0.281124,0.507975,0.194597,0.504758,0.263589,0.676276,0.52119,0.393603,0.405231,0.37692,0.672126,0.144746,0.563463,0.634884,0.128045,0.577391,0.410501,0.274055,1
0.340966,0.81544,0.256056,0.416916,0.339511,0.62228,0.575568,0.451665,0.419155,0.350434,0.603353,0.31362,0.625865,0.492902,0.386939,0.432631,0.438258,0.682342,0.142516,0.650359,0.574074,0.135608,0.628803,0.452238,0.264761,0
0.194032,0.560957,0.302276,0.334181,0.609908,0.303804,0.476415,0.502262,0.586157,0.279337,0.590224,0.232885,0.716458,0.551032,0.47771,0.424539,0.377936,0.674951,0.204676,0.612268,0.637949,0.144694,0.514816,0.435368,0.229061,0
0.568885,0.901887,0.888197,0.424556,0.397431,0.558318,0.308484,0.440114,0.302149,0.178046,0.754651,0.340457,0.614066,0.550962,0.373528,0.457858,0.349341,0.677092,0.171618,0.585639,0.590117,0.142728,0.569831,0.411326,0.212706,0
0.247357,0.84597,0.407225,0.484002,0.398909,0.67249,0.624796,0.405033,0.555118,0.359302,0.595799,0.323016,0.654966,0.442671,0.382266,0.41553,0.42139,0.661761,0.141148,0.602112,0.643012,0.132986,0.587496,0.421743,0.28561,1
0.624038,0.848179,0.645667,0.246358,0.42381,0.6951,0.433377,0.579483,0.464858,0.182563,0.745451,0.358607,0.604655,0.573782,0.384951,0.432586,0.297211,0.711935,0.177795,0.575123,0.644333,0.116339,0.611383,0.453439,0.243507,0
0.729122,0.909936,0.312356,0.551048,0.362615,0.643404,0.52994,0.438725,0.492723,0.375645,0.580538,0.282553,0.628265,0.481648,0.387428,0.38985,0.379801,0.621732,0.159921,0.586092,0.632535,0.09622,0.601741,0.525786,0.294338,0
0.717746,0.680576,0.738513,0.238629,0.186049,0.623349,0.629502,0.467488,0.504001,0.286361,0.684687,0.282775,0.681916,0.43641,0.371993,0.390145,0.410332,0.656793,0.161309,0.574984,0.60279,0.106721,0.62126,0.410738,0.314361,0
0.617213,0.871425,0.606832,0.264,0.491939,0.638263,0.522042,0.543346,0.428563,0.210198,0.541953,0.448255,0.672659,0.48404,0.348219,0.470783,0.323738,0.701648,0.161405,0.5836,0.653122,0.134726,0.606234,0.441027,0.217064,0
0.251554,0.806851,0.327722,0.372774,0.357576,0.626249,0.600535,0.449264,0.401727,0.332954,0.572065,0.28736,0.653286,0.487227,0.367988,0.356994,0.385899,0.678636,0.159684,0.531904,0.639391,0.1341,0.60739,0.411723,0.266251,0
0.651497,0.929783,0.259824,0.598451,0.388185,0.628792,0.593415,0.47534,0.553585,0.303955,0.680482,0.286232,0.626334,0.511467,0.418357,0.375805,0.325125,0.676201,0.160517,0.586914,0.630114,0.129092,0.595405,0.432383,0.298593,0
0.598672,0.898797,0.51826,0.32093,0.495086,0.619515,0.709402,0.443976,0.400657,0.353334,0.536144,0.277413,0.683018,0.475447,0.392873,0.339247,0.388944,0.672643,0.154546,0.51673,0.614855,0.126898,0.619988,0.401561,0.276767,0
0.211278,0.844933,0.547024,0.505768,0.346313,0.533438,0.555724,0.45065,0.568551,0.497146,0.498659,0.358496,0.604521,0.515082,0.326532,0.458036,0.394598,0.681409,0.17038,0.565593,0.587991,0.132352,0.557582,0.426965,0.320668,0
0.319622,0.84027,0.504063,0.519131,0.305915,0.513227,0.462199,0.387006,0.456701,0.468285,0.527329,0.264082,0.648772,0.490463,0.397469,0.396995,0.388466,0.669063,0.178405,0.595078,0.829158,0.113542,0.667393,0.4131,0.262597,0
0.312152,0.811836,0.374342,0.426776,0.361316,0.628972,0.549067,0.442139,0.46333,0.294286,0.612566,0.31959,0.67491,0.414416,0.369084,0.4024,0.388883,0.675463,0.165617,0.584501,0.634675,0.115297,0.589755,0.431252,0.309494,0
0.150489,0.850716,0.48588,0.44957,0.397592,0.486583,0.574631,0.596339,0.543934,0.24475,0.608811,0.272114,0.645398,0.517315,0.428719,0.371394,0.321209,0.673764,0.167263,0.572703,0.620314,0.120304,0.58412,0.438249,0.300438,0
0.116093,0.858527,0.523,0.507975,0.414842,0.545188,0.634516,0.458694,0.686866,0.388888,0.682843,0.377832,0.655066,0.448291,0.393265,0.411501,0.397745,0.687387,0.147307,0.581402,0.672699,0.148981,0.643496,0.403256,0.272482,1
0.739579,0.893422,0.335126,0.454863,0.421566,0.585124,0.617192,0.389778,0.449754,0.325601,0.548254,0.320216,0.668868,0.519992,0.39933,0.433359,0.433948,0.696529,0.139406,0.618287,0.596292,0.126054,0.590395,0.437917,0.242627,0
0.676783,0.784684,0.882766,0.442615,0.233378,0.520474,0.658501,0.41045,0.474136,0.410473,0.450166,0.268087,0.672349,0.465041,0.404346,0.376805,0.355813,0.657512,0.176483,0.596207,0.769009,0.119896,0.724236,0.420473,0.273815,0
0.470817,0.05196,0.434515,0.602721,0.571107,0.651615,0.875182,0.563933,0.360194,0.380141,0.532463,0.287702,0.665915,0.639451,0.504699,0.438815,0.503654,0.715866,0.199531,0.237721,0.562061,0.223858,0.603467,0.33671,0.5593,1
0.255571,0.832236,0.391999,0.473912,0.386137,0.660272,0.629674,0.360926,0.573319,0.367418,0.600654,0.316392,0.671304,0.466161,0.389932,0.416372,0.435034,0.666231,0.139108,0.588163,0.662864,0.122969,0.56259,0.408978,0.275347,1
0.723398,0.616664,0.742232,0.292519,0.578178,0.409986,0.287366,0.381918,0.480032,0.565596,0.632047,0.200903,0.507876,0.393891,0.354576,0.388139,0.255752,0.688404,0.171258,0.63163,0.770478,0.131028,0.572604,0.390242,0.324831,0
0.271716,0.8421,0.480428,0.501619,0.379028,0.705195,0.479449,0.359185,0.407599,0.209564,0.592879,0.275106,0.634512,0.513504,0.373687,0.42095,0.38736,0.663619,0.175015,0.595606,0.634183,0.129576,0.580996,0.408822,0.264169,0
0.332344,0.539924,0.33905,0.322843,0.57091,0.5414,0.362161,0.343148,0.594552,0.32251,0.673448,0.3456,0.753058,0.509422,0.344333,0.38055,0.168632,0.681908,0.169231,0.61933,0.697454,0.09816,0.573149,0.360169,0.159246,0
0.505596,0.799616,0.494006,0.361242,0.353152,0.728663,0.193824,0.503903,0.473656,0.25761,0.499109,0.331281,0.731119,0.391589,0.384596,0.385862,0.386447,0.690643,0.163155,0.564272,0.611961,0.118806,0.580189,0.428316,0.311083,0
0.676767,0.77892,0.350587,0.358466,0.360985,0.538847,0.508129,0.479934,0.483111,0.261499,0.683646,0.309801,0.659806,0.411382,0.387073,0.411508,0.531874,0.678494,0.194796,0.561033,0.662072,0.135488,0.508905,0.458022,0.317883,0
0.57983,0.903856,0.437182,0.511378,0.46345,0.593447,0.680475,0.320899,0.446092,0.239785,0.533547,0.27459,0.670066,0.518558,0.398035,0.416895,0.382721,0.679067,0.14716,0.564342,0.649295,0.122798,0.566835,0.406183,0.275441,1
0.721471,0.847984,0.556366,0.264829,0.409696,0.627419,0.498019,0.545582,0.430644,0.341879,0.716738,0.290241,0.656053,0.402578,0.369532,0.392452,0.413124,0.655924,0.164615,0.584418,0.598888,0.112925,0.631793,0.419136,0.332919,0
0.732617,0.502283,0.467804,0.165565,0.52251,0.489505,0.399036,0.33206,0.607731,0.294464,0.71117,0.235827,0.322208,0.17233,0.424421,0.415025,0.202755,0.609707,0.126553,0.469864,0.666389,0.132342,0.45766,0.330029,0.300468,0
0.231919,0.586769,0.519101,0.476681,0.631098,0.346835,0.358488,0.460885,0.648493,0.203051,0.601807,0.267828,0.55679,0.27401,0.327287,0.366604,0.278224,0.601428,0.131285,0.470574,0.439814,0.073887,0.578324,0.446277,0.168088,0
0.282398,0.798813,0.336527,0.386947,0.358926,0.676018,0.570197,0.426898,0.455299,0.308878,0.581576,0.298402,0.650979,0.479967,0.414925,0.468723,0.344803,0.658041,0.138764,0.526988,0.654352,0.146373,0.652554,0.432626,0.335842,0
0.609232,0.859834,0.598968,0.295151,0.426036,0.669359,0.657088,0.427818,0.488548,0.441361,0.655453,0.230378,0.624909,0.486504,0.41672,0.380184,0.437751,0.607861,0.158226,0.587175,0.616186,0.079769,0.605052,0.515467,0.312849,0
0.670249,0.883295,0.34248,0.477135,0.434115,0.546554,0.671648,0.38964,0.485195,0.292287,0.559259,0.324618,0.710418,0.427337,0.383136,0.402413,0.385055,0.685796,0.159213,0.558623,0.650598,0.112532,0.556407,0.421012,0.29796,0
0.541393,0.883644,0.611736,0.356911,0.488176,0.637276,0.555228,0.447001,0.329879,0.113497,0.546025,0.368921,0.641424,0.545708,0.353985,0.465382,0.309748,0.701685,0.169194,0.573303,0.645861,0.12705,0.605534,0.435184,0.22503,0
0.259867,0.85701,0.380156,0.502022,0.396886,0.712057,0.58376,0.433639,0.569457,0.266644,0.662211,0.295269,0.621156,0.514756,0.415747,0.377813,0.352392,0.703891,0.146626,0.570537,0.620409,0.113603,0.622807,0.451137,0.318118,1
