age,workclass=Private,workclass=Government,workclass=Self-emp-inc,workclass=Self-emp-not-inc,workclass=No-pay-or-work,fnlwgt,education-num,marital-status=Married-civ-spouse,marital-status=Never-married,marital-status=Divorced-or-spouse-absent,marital-status=Separated-Widowed,marital-status=Married-AF-spouse,occupation=service-cleaners,occupation=Prof-specialty,occupation=Craft-repair,occupation=Exec-managerial,occupation=Adm-clerical-Machine,occupation=Sales,occupation=Protective-serv,occupation=Farming-fishing,occupation=Tech-support,occupation=Transport-moving,relationship=Wife-Husband,relationship=Other-relative-or-Unmarried,relationship=Own-child,relationship=Not-in-family,race=Other,race=White,race=Asian-Pac-Islander,sex,capital-gain,capital-loss,hours-per-week,native-country=United-States,native-country=CountryGroup1,native-country=Mexico,native-country=CountryGroup2,native-country=CountryGroup3,native-country=CountryGroup4,incomegroup
1,1,0,0,0,0,0.017761,0.2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
0.75,1,0,0,0,0,0.111302,0.533333,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
0,1,0,0,0,0,0.089871,0.8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
0.5,1,0,0,0,0,0.136954,0.533333,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.5,1,0,0,0,0,0,0
0.5,0,1,0,0,0,0.066007,0.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
0.25,0,1,0,0,0,0.26883,0.6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
0.5,1,0,0,0,0,0.086894,0.733333,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.75,1,0,0,0,0,0,0
1,0,0,0,1,0,0.071931,0.533333,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.75,1,0,0,0,0,0,0
0.5,0,0,1,0,0,0.075839,0.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
0.25,1,0,0,0,0,0.217771,0.533333,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.25,1,0,0,0,0,0,0
0.75,0,1,0,0,0,0.079904,0.666667,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0.5,1,0,0,0,0,0,0
0.75,1,0,0,0,0,0.228882,0.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.5,0,0,0,1,0,0,1
0.25,1,0,0,0,0,0.246145,0.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.75,1,0,0,0,0,0,1
0.5,0,1,0,0,0,0.174385,0.533333,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1,1,0,0,0,0,0.143386,0.933333,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.25,0,1,0,0,0,0,0,0
1,1,0,0,0,0,0.205487,0.533333,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,0,0,0,0,0,1,0
1,1,0,0,0,0,0.095742,0.533333,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0.016401,0.533333,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.25,1,0,0,0,0,0,0
0.5,1,0,0,0,0,0.237593,0.6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.75,1,0,0,0,0,0,1
0.25,1,0,0,0,0,0.015345,0.4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.25,1,0,0,0,0,0,0
0.25,1,0,0,0,0,0.106134,0.466667,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.75,0,1,0,0,0,0,0
1,0,0,0,1,0,0.084651,0.733333,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,0,0,0,0,0,1,0
0.5,1,0,0,0,0,0.046702,0.6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0.25,0,0.5,1,0,0,0,0,0,0
0.25,1,0,0,0,0,0.200672,0.533333,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0
0,1,0,0,0,0,0.222715,0.6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.75,1,0,0,0,0,0,0
1,1,0,0,0,0,0.060772,0.533333,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.25,1,0,0,0,0,0,0
0.25,1,0,0,0,0,0.069281,0.8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.75,0,0.5,1,0,0,0,0,0,1
0.5,0,1,0,0,0,0.157066,0.533333,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
0.25,1,0,0,0,0,0.108489,0.533333,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.25,1,0,0,0,0,0,0
0.5,0,0,0,1,0,0.074159,0.533333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,1
0.25,1,0,0,0,0,0.24459,0.533333,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
0.25,1,0,0,0,0,0.071832,0.533333,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.5,1,0,0,0,0,0,0
0,1,0,0,0,0,0.063982,0.8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.5,1,0,0,0,0,0,0
1,1,0,0,0,0,0.101009,0.933333,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.75,0.5,1,0,0,0,0,0,1
0,1,0,0,0,0,0.090119,0.466667,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.25,1,0,0,0,0,0,0
0,1,0,0,0,0,0.205112,0.733333,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
0,0,0,0,1,0,0.135707,0.6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
0.25,1,0,0,0,0,0.097521,0.866667,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.5,1,0,0,0,0,0,0
0.5,0,0,0,1,0,0.037775,0.8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.75,1,0,0,0,0,0,0
0.5,1,0,0,0,0,0.180263,0.8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
0.25,0,1,0,0,0,0.130771,0.333333,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.75,1,0,0,0,0,0,0
0.75,1,0,0,0,0,0.100563,0.533333,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.25,1,0,0,0,0,0,0
0.25,1,0,0,0,0,0.059685,0.533333,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.75,1,0,0,0,0,0,0
0.75,1,0,0,0,0,0.034296,0.533333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
0,1,0,0,0,0,0.118865,0.6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.5,0,1,0,0,0,0,0
0.5,0,1,0,0,0,0.381847,0.6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
0.5,1,0,0,0,0,0.073388,0.666667,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.5,0.75,1,0,0,0,0,0,1
0,1,0,0,0,0,0.206626,0.266667,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0.5,1,0,0,0,0,0,0
0.5,0,1,0,0,0,0.075293,0.866667,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,1
0.5,0,1,0,0,0,0.10939,0.533333,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.5,1,0,0,0,0,0,1
0.25,1,0,0,0,0,0.119304,0.266667,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0.25,1,0,0,0,0,0,0
0.5,1,0,0,0,0,0.131333,0.6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
0,1,0,0,0,0,0.071529,0.533333,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.25,1,0,0,0,0,0,0
0.75,1,0,0,0,0,0.074551,0.733333,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.25,1,0,0,0,0,0,0
0.25,0,0,0,1,0,0.013158,0.8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.25,1,0,0,0,0,0,0
0.5,1,0,0,0,0,0.009516,0.866667,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
0,1,0,0,0,0,0.264967,0.533333,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
0.5,1,0,0,0,0,0.122274,0.533333,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.75,1,0,0,0,0,0,0
0.5,1,0,0,0,0,0.164815,0.666667,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.5,1,0,0,0,0,0,0
0.25,1,0,0,0,0,0.055297,0.8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
0.75,1,0,0,0,0,0.088584,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1,1,0,0,0,0,0.085936,0.533333,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.25,1,0,0,0,0,0,0
0.75,1,0,0,0,0,0.135722,0.6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.5,0,0,0,0,0,1,0
1,0,0,0,1,0,0.056107,0.8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,1
0.25,1,0,0,0,0,0.067294,0.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.25,0.75,1,0,0,0,0,0,1
1,0,0,0,1,0,0.231172,0.6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.75,1,0,0,0,0,0,1
0.25,1,0,0,0,0,0.133153,0.8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
1,1,0,0,0,0,0.092636,0.6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.5,1,0,0,0,0,0,0
0.75,1,0,0,0,0,0.037947,0.6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.5,1,0,0,0,0,0,0
1,1,0,0,0,0,0.357455,0.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,1
0,1,0,0,0,0,0.11561,0.466667,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.25,1,0,0,0,0,0,0
0.25,0,1,0,0,0,0.203925,0.866667,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.75,1,0,0,0,0,0,0
0.5,0,0,0,1,0,0.132753,0.8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
0,0,1,0,0,0,0.070717,0.666667,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.75,1,0,0,0,0,0,0
0,1,0,0,0,0,0.138805,0.4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.25,1,0,0,0,0,0,0
0.5,1,0,0,0,0,0.167232,0.8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.25,0.75,1,0,0,0,0,0,1
1,1,0,0,0,0,0.121672,0.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.25,1,0,0,0,0,0,0
0.5,1,0,0,0,0,0.199668,0.933333,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.25,1,0,0,0,0,0,1
0.5,1,0,0,0,0,0.108043,0.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.75,1,0,0,0,0,0,0
0,0,1,0,0,0,0.087697,0.6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
1,1,0,0,0,0,0.11093,0.6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
0.25,0,1,0,0,0,0.132027,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.75,0,0,0,0,1,0,0
0,1,0,0,0,0,0.150162,0.4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.25,1,0,0,0,0,0.244398,0.533333,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.5,1,0,0,0,0,0,0
0.5,1,0,0,0,0,0.075933,0.8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
0.5,1,0,0,0,0,0.294763,0.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,1
0.5,1,0,0,0,0,0.159303,0.533333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0.5,0.5,1,0,0,0,0,0,0
0,1,0,0,0,0,0.126549,0.8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.25,1,0,0,0,0,0,0
0,1,0,0,0,0,0.091534,0.6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.25,0,0,1,0,0,0,0,0,0
0.5,0,1,0,0,0,0.089175,0.866667,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.5,1,0,0,0,0,0,0
0,0,1,0,0,0,0.222108,0.6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
0.25,1,0,0,0,0,0.014143,0.533333,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
0.75,1,0,0,0,0,0.070639,0.533333,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.75,1,0,0,0,0,0,1
0.75,0,1,0,0,0,0.130487,0.866667,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0.75,1,0,0,0,0,0,1
0.75,1,0,0,0,0,0.141245,0.533333,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,1
0.25,1,0,0,0,0,0.143308,0.6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.75,1,0,0,0,0,0,0
1,1,0,0,0,0,0.012697,0.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,1
1,1,0,0,0,0,0.128859,0.2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.5,1,0,0,0,0,0,0
0.75,1,0,0,0,0,0.120427,0.533333,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,1
0.25,1,0,0,0,0,0.150666,0.2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.25,0,0,0,0,0,1,0
0.75,1,0,0,0,0,0.107919,0.866667,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
0.25,0,1,0,0,0,0.043909,0.866667,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.5,0,1,0,0,0,0,0
1,0,1,0,0,0,0.068051,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0.25,0,0,0,1,0,0.023625,0.533333,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
1,1,0,0,0,0,0.126059,0.733333,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
0.5,0,0,0,1,0,0.096536,0.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.75,1,0,0,0,0,0,0
0,1,0,0,0,0,0.117149,0.8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.5,1,0,0,0,0,0,1
0.5,1,0,0,0,0,0.061831,0.733333,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
0.25,1,0,0,0,0,0.199842,0.6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.5,1,0,0,0,0,0,0
0.25,1,0,0,0,0,0.240065,0.533333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
0.5,1,0,0,0,0,0.191305,0.533333,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.5,1,0,0,0,0,0,0
0.5,0,0,0,1,0,0.085111,0.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
0.25,1,0,0,0,0,0.02131,0.8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0.5,1,0,0,0,0,0,0
1,1,0,0,0,0,0.155555,0.6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0.75,1,0,0,0,0,0,1
0.75,1,0,0,0,0,0.088782,0.533333,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
0.75,1,0,0,0,0,0.151072,0.533333,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.75,0,0,0,0,0,1,0
1,1,0,0,0,0,0.023662,0.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
0.5,1,0,0,0,0,0.111868,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.75,1,0,0,0,0,0,1
0.25,1,0,0,0,0,0.044026,0.6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.5,1,0,0,0,0,0,0
0.25,1,0,0,0,0,0.115125,0.666667,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
0.25,1,0,0,0,0,0.037719,0.666667,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.5,0,0,0,1,0,0,0
0.5,1,0,0,0,0,0.135728,0.6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,0,0,1,0,0,0,0
0.5,1,0,0,0,0,0.143284,0.533333,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.5,0,0.5,1,0,0,0,0,0,1
0.5,1,0,0,0,0,0.132827,0.533333,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.25,1,0,0,0,0,0,0
0.5,1,0,0,0,0,0.12459,0.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.75,1,0,0,0,0,0,0
0.75,1,0,0,0,0,0.01233,0.866667,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.75,0.5,1,0,0,0,0,0,1
0.75,1,0,0,0,0,0.103755,0.8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0.5,0,0,0,0,1,0,0
0.25,1,0,0,0,0,0.116788,0.866667,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.5,0.5,1,0,0,0,0,0,1
0.5,0,1,0,0,0,0.179053,0.8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.75,1,0,0,0,0,0,0
0.75,0,0,0,1,0,0.200089,0.866667,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.25,1,0,0,0,0,0,0
0.25,1,0,0,0,0,0.138068,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.75,1,0,0,0,0,0,0
0.25,1,0,0,0,0,0.126541,0.8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.5,1,0,0,0,0,0,0
0.75,1,0,0,0,0,0.00745,0.533333,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.75,1,0,0,0,0,0,0
0.25,1,0,0,0,0,0.115155,0.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.75,1,0,0,0,0,0,0
0.5,1,0,0,0,0,0.1067,0.533333,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
0,1,0,0,0,0,0.165049,0.6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.5,1,0,0,0,0,0,0
1,0,0,1,0,0,0.044098,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0.75,1,0,0,0,0,0,0
0,1,0,0,0,0,0.087898,0.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.75,0,1,0,0,0,0.072349,0.866667,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.5,1,0,0,0,0,0,0
0.5,1,0,0,0,0,0.135266,0.266667,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.5,1,0,0,0,0,0,0
0.25,1,0,0,0,0,0.030466,0.6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.75,1,0,0,0,0,0,0
0.25,1,0,0,0,0,0.040898,0.333333,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
0.25,1,0,0,0,0,0.069754,0.8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.5,1,0,0,0,0,0,0
0.75,1,0,0,0,0,0.191558,0.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
1,1,0,0,0,0,0.20011,0.733333,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.5,1,0,0,0,0,0,1
0.25,0,1,0,0,0,0.004555,0.6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0.5,0,0,0,1,0,0,0
0.5,1,0,0,0,0,0.234157,0.6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,1
0.25,1,0,0,0,0,0.179909,0.933333,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
0.25,1,0,0,0,0,0.249762,0.6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.75,1,0,0,0,0,0,0
